tablescraper-selected-row,text-left,text-left 2,text-right,text-right 2,text-right 3,text-right 4,text-right 5
433,2025090801016861,NICA,42,17,30,339.60,"10,188.00"
434,2025090801016860,NICA,42,54,19,339.60,"6,452.40"
435,2025090805017810,NRM,44,62,225,448.00,"100,800.00"
436,2025090803008545,SJLIC,28,42,284,426.10,"121,012.40"
437,2025090803008544,SJLIC,32,42,16,426.20,"6,819.20"
438,2025090804016056,RADHI,60,21,400,753.00,"301,200.00"
439,2025090805017809,SBCF,17,35,100,9.12,912.00
440,2025090801016859,GMLI,35,58,10,"1,970.00","19,700.00"
441,2025090801016858,GMLI,35,7,10,"1,970.00","19,700.00"
442,2025090801016857,GMLI,35,43,80,"1,967.00","157,360.00"
443,2025090801016856,GMLI,35,32,10,"1,962.00","19,620.00"
444,2025090801016855,GMLI,35,49,80,"1,961.00","156,880.00"
445,2025090801016854,GMLI,35,3,10,"1,961.00","19,610.00"
446,2025090801016853,KBL,65,58,"1,220",195.00,"237,900.00"
447,2025090801016852,KBL,65,54,280,194.50,"54,460.00"
448,2025090801016851,TTL,41,72,20,770.00,"15,400.00"
449,2025090804016055,NICL,41,22,120,584.00,"70,080.00"
450,2025090803008543,JFL,13,25,70,445.00,"31,150.00"
451,2025090803008542,JFL,13,41,100,445.00,"44,500.00"
452,2025090803008541,JFL,13,45,100,445.00,"44,500.00"
453,2025090803008540,JFL,13,22,80,445.00,"35,600.00"
454,2025090804016054,NGPL,43,51,231,398.60,"92,076.60"
455,2025090804016053,NGPL,43,17,"1,539",398.50,"613,291.50"
456,2025090804016052,NGPL,43,17,30,398.00,"11,940.00"
457,2025090804016051,NGPL,43,32,100,398.00,"39,800.00"
458,2025090803008539,SMFBS,53,22,10,"1,689.00","16,890.00"
459,2025090805017808,HDL,44,51,200,"1,370.00","274,000.00"
460,2025090805017807,CLI,47,39,20,455.00,"9,100.00"
461,2025090805017806,SHIVM,44,45,100,579.00,"57,900.00"
462,2025090804016050,SPDL,19,22,100,403.90,"40,390.00"
463,2025090804016049,UMHL,62,29,800,573.90,"459,120.00"
464,2025090801016850,MBL,58,35,18,249.00,"4,482.00"
465,2025090805017805,HRL,3,67,350,974.20,"340,970.00"
466,2025090805017804,HRL,40,67,50,974.30,"48,715.00"
467,2025090805017803,HRL,36,67,100,975.00,"97,500.00"
468,2025090805017802,HIDCL,58,3,500,271.00,"135,500.00"
469,2025090805017801,HDL,45,38,300,"1,369.00","410,700.00"
470,2025090804016048,JOSHI,21,58,50,278.00,"13,900.00"
471,2025090803008538,NMLBBL,57,58,20,638.00,"12,760.00"
472,2025090801016849,GBIME,66,52,250,246.00,"61,500.00"
473,2025090801016848,GBIME,66,42,500,246.00,"123,000.00"
474,2025090801016847,GBIME,66,63,250,246.00,"61,500.00"
475,2025090805017800,GCIL,52,25,25,476.00,"11,900.00"
476,2025090805017799,GCIL,49,25,75,476.00,"35,700.00"
477,2025090803008537,NMFBS,6,25,10,"1,262.00","12,620.00"
478,2025090803008536,MFIL,7,7,100,668.00,"66,800.00"
479,2025090804016047,SPDL,88,22,600,403.90,"242,340.00"
480,2025090801016846,PURE,45,45,10,775.00,"7,750.00"
481,2025090801016845,PURE,6,45,50,775.00,"38,750.00"
482,2025090801016844,PURE,14,45,40,775.00,"31,000.00"
483,2025090804016046,UNHPL,33,45,500,462.00,"231,000.00"
484,2025090803008535,MDB,41,29,221,598.00,"132,158.00"
485,2025090805017798,NIFRA,57,39,24,270.00,"6,480.00"
486,2025090805017797,NIFRA,57,22,76,270.00,"20,520.00"
487,2025090805017796,BEDC,57,42,10,622.00,"6,220.00"
488,2025090805017795,SPL,80,42,10,906.50,"9,065.00"
489,2025090805017794,MKJC,80,21,500,597.00,"298,500.00"
490,2025090801016843,SRLI,57,52,146,391.40,"57,144.40"
491,2025090801016842,SRLI,42,52,250,391.40,"97,850.00"
492,2025090801016841,SRLI,56,52,100,391.50,"39,150.00"
493,2025090801016840,SRLI,45,52,10,391.50,"3,915.00"
494,2025090801016839,SRLI,58,52,94,391.60,"36,810.40"
495,2025090804016045,HEI,34,80,18,581.00,"10,458.00"
496,2025090804016044,HEI,34,80,50,581.00,"29,050.00"
497,2025090804016043,HEI,34,39,50,580.90,"29,045.00"
498,2025090804016042,HEI,34,3,130,579.00,"75,270.00"
499,2025090804016041,HEI,34,6,100,575.00,"57,500.00"
500,2025090804016040,HEI,34,42,36,575.00,"20,700.00"
1001,2025090803008427,MATRI,7,47,200,996.30,"199,260.00"
1002,2025090803008426,MATRI,25,47,15,996.40,"14,946.00"
1003,2025090803008425,MATRI,49,47,10,997.00,"9,970.00"
1004,2025090801016746,BHCL,48,35,10,456.00,"4,560.00"
1005,2025090804015900,SSHL,26,58,10,173.00,"1,730.00"
1006,2025090804015899,SSHL,41,58,10,173.00,"1,730.00"
1007,2025090804015898,SSHL,39,58,30,173.00,"5,190.00"
1008,2025090804015897,SSHL,34,58,10,173.00,"1,730.00"
1009,2025090803008424,GBBL,49,101,100,425.00,"42,500.00"
1010,2025090804015896,SPDL,58,22,300,403.90,"121,170.00"
1011,2025090801016745,NMIC,45,57,37,"1,195.00","44,215.00"
1012,2025090803008423,SFCL,49,52,19,432.00,"8,208.00"
1013,2025090803008422,SFCL,58,52,40,433.00,"17,320.00"
1014,2025090803008421,SFCL,22,52,10,433.00,"4,330.00"
1015,2025090803008420,SFCL,22,52,31,433.00,"13,423.00"
1016,2025090805017631,CIT,66,34,29,"1,900.00","55,100.00"
1017,2025090805017630,CIT,66,33,50,"1,900.00","95,000.00"
1018,2025090805017629,CIT,66,28,50,"1,900.00","95,000.00"
1019,2025090805017628,CIT,66,46,254,"1,900.00","482,600.00"
1020,2025090805017627,CIT,66,35,10,"1,900.00","19,000.00"
1021,2025090805017626,CIT,66,50,20,"1,900.00","38,000.00"
1022,2025090805017625,CIT,66,50,20,"1,900.00","38,000.00"
1023,2025090805017624,CIT,66,34,100,"1,900.00","190,000.00"
1024,2025090805017623,CIT,66,57,58,"1,900.00","110,200.00"
1025,2025090805017622,CIT,66,48,200,"1,899.90","379,980.00"
1026,2025090805017621,CIT,66,8,189,"1,899.00","358,911.00"
1027,2025090805017620,CIT,66,45,20,"1,899.00","37,980.00"
1028,2025090801016744,BHCL,26,38,10,455.50,"4,555.00"
1029,2025090804015895,SSHL,41,16,10,174.00,"1,740.00"
1030,2025090801016743,MLBS,42,7,50,"1,492.00","74,600.00"
1031,2025090801016742,HBL,48,6,10,200.50,"2,005.00"
1032,2025090805017619,NIFRA,42,59,64,269.90,"17,273.60"
1033,2025090804015894,NLG,26,45,417,785.00,"327,345.00"
1034,2025090804015893,NLG,46,45,63,785.00,"49,455.00"
1035,2025090804015892,NLG,6,45,200,785.00,"157,000.00"
1036,2025090804015891,NLG,34,45,10,785.00,"7,850.00"
1037,2025090804015890,NLG,41,45,50,785.00,"39,250.00"
1038,2025090801016741,SARBTM,49,56,20,890.00,"17,800.00"
1039,2025090804015889,HDHPC,64,44,15,180.80,"2,712.00"
1040,2025090803008419,NLIC,17,11,5,770.00,"3,850.00"
1041,2025090803008418,NLIC,17,42,25,769.90,"19,247.50"
1042,2025090805017618,NIFRA,42,57,47,269.90,"12,685.30"
1043,2025090805017617,NIFRA,16,57,17,269.90,"4,588.30"
1044,2025090801016740,KBL,10,54,200,194.50,"38,900.00"
1045,2025090801016739,NMIC,36,46,10,"1,199.00","11,990.00"
1046,2025090805017616,AHL,56,42,10,604.90,"6,049.00"
1047,2025090801016738,SARBTM,36,32,675,888.70,"599,872.50"
1048,2025090801016737,SARBTM,17,32,190,888.70,"168,853.00"
1049,2025090801016736,SARBTM,16,32,10,889.00,"8,890.00"
1050,2025090801016735,SARBTM,57,32,125,889.00,"111,125.00"
1051,2025090801016734,CITY,58,32,135,586.20,"79,137.00"
1052,2025090804015888,NGPL,29,38,150,398.00,"59,700.00"
1053,2025090804015887,NGPL,29,59,989,398.00,"393,622.00"
1054,2025090805017615,MBJC,17,48,476,301.30,"143,418.80"
1055,2025090805017614,MBJC,48,48,100,301.40,"30,140.00"
1056,2025090805017613,MBJC,6,48,350,301.40,"105,490.00"
1057,2025090805017612,MBJC,32,48,10,301.50,"3,015.00"
1058,2025090805017611,MBJC,51,48,64,302.00,"19,328.00"
1059,2025090803008417,LBBL,39,77,200,522.10,"104,420.00"
1060,2025090805017610,NRN,45,54,40,"2,039.00","81,560.00"
1061,2025090803008416,RLFL,13,57,189,443.00,"83,727.00"
1062,2025090803008415,RLFL,35,57,11,443.00,"4,873.00"
1063,2025090803008414,NABBC,19,57,100,674.30,"67,430.00"
1064,2025090804015886,GLH,14,26,50,250.60,"12,530.00"
1065,2025090804015885,GLH,42,26,50,250.70,"12,535.00"
1066,2025090805017609,RFPL,66,39,20,345.40,"6,908.00"
1067,2025090805017608,SANVI,14,32,100,599.00,"59,900.00"
1068,2025090805017607,SMATA,48,51,50,934.10,"46,705.00"
1069,2025090804015884,KPCL,55,42,50,545.00,"27,250.00"
1070,2025090805017606,HDL,57,63,100,"1,369.00","136,900.00"
1071,2025090801016733,CREST,57,22,10,"1,115.00","11,150.00"
1072,2025090801016732,CREST,57,18,155,"1,115.00","172,825.00"
1073,2025090805017605,CHDC,7,60,10,"2,481.80","24,818.00"
1074,2025090804015883,UPCL,57,72,100,413.20,"41,320.00"
1075,2025090805017604,HATHY,38,42,20,"1,000.00","20,000.00"
1076,2025090805017603,BHL,43,52,200,184.20,"36,840.00"
1077,2025090804015882,HURJA,55,1,66,221.50,"14,619.00"
1078,2025090801016731,HIDCLP,58,48,10,195.90,"1,959.00"
1079,2025090805017602,HRL,34,58,52,976.00,"50,752.00"
1080,2025090805017601,HRL,34,1,90,976.00,"87,840.00"
1081,2025090805017600,HRL,34,34,25,975.00,"24,375.00"
1082,2025090805017599,HRL,34,1,333,975.00,"324,675.00"
1083,2025090804015881,CHCL,6,55,150,498.80,"74,820.00"
1084,2025090804015880,NHPC,54,53,80,198.50,"15,880.00"
1085,2025090805017598,VLUCL,55,13,20,540.00,"10,800.00"
1086,2025090805017597,HRL,45,26,250,974.10,"243,525.00"
1087,2025090804015879,SHEL,57,1,"1,000",303.00,"303,000.00"
1088,2025090804015878,UPCL,49,38,350,413.20,"144,620.00"
1089,2025090804015877,UPCL,68,38,150,413.30,"61,995.00"
1090,2025090803008413,DDBL,52,71,30,861.00,"25,830.00"
1091,2025090801016730,MBL,28,42,700,248.50,"173,950.00"
1092,2025090805017596,NIFRA,16,42,10,269.90,"2,699.00"
1093,2025090804015876,UNHPL,33,11,500,463.00,"231,500.00"
1094,2025090801016729,BHCL,26,40,10,455.50,"4,555.00"
1095,2025090801016728,SARBTM,36,56,100,890.00,"89,000.00"
1096,2025090805017595,HDL,45,63,67,"1,367.50","91,622.50"
1097,2025090805017594,HDL,16,63,100,"1,367.60","136,760.00"
1098,2025090805017593,HDL,32,63,333,"1,368.00","455,544.00"
1099,2025090804015875,UPCL,68,58,200,413.30,"82,660.00"
1100,2025090803008412,LBBL,39,77,200,522.10,"104,420.00"
1101,2025090805017592,BNHC,16,86,115,477.00,"54,855.00"
1102,2025090805017591,BNHC,49,86,35,477.00,"16,695.00"
1103,2025090805017590,BNHC,49,86,50,477.00,"23,850.00"
1104,2025090804015874,SPDL,57,49,400,403.30,"161,320.00"
1105,2025090804015873,AKJCL,55,35,51,191.60,"9,771.60"
1106,2025090801016727,ADBL,14,58,117,317.00,"37,089.00"
1107,2025090805017589,SHIVM,44,60,658,579.00,"380,982.00"
1108,2025090805017588,SHIVM,16,60,200,579.10,"115,820.00"
1109,2025090805017587,SHIVM,19,60,200,579.10,"115,820.00"
1110,2025090805017586,SHIVM,29,60,442,579.20,"256,006.40"
1111,2025090804015872,SHEL,19,42,50,302.60,"15,130.00"
1112,2025090805017585,MKJC,58,34,140,598.00,"83,720.00"
1113,2025090805017584,MKJC,52,34,14,598.00,"8,372.00"
1114,2025090805017583,SONA,41,6,80,441.20,"35,296.00"
1115,2025090805017582,MANDU,42,51,15,830.70,"12,460.50"
1116,2025090804015871,OHL,45,42,50,775.00,"38,750.00"
1117,2025090803008411,HLI,19,64,2,391.00,782.00
1118,2025090804015870,SHPC,95,49,325,536.60,"174,395.00"
1119,2025090804015869,SHPC,16,49,55,537.00,"29,535.00"
1120,2025090804015868,SHPC,54,49,300,537.10,"161,130.00"
1121,2025090801016726,LSL,34,39,20,230.40,"4,608.00"
1122,2025090804015867,SPDL,88,22,"1,000",403.90,"403,900.00"
1123,2025090805017581,NRIC,62,40,85,"1,634.90","138,966.50"
1124,2025090805017580,NRIC,62,49,90,"1,634.00","147,060.00"
1125,2025090805017579,NRIC,62,26,100,"1,632.90","163,290.00"
1126,2025090805017578,NRIC,62,48,25,"1,630.10","40,752.50"
1127,2025090804015866,BPCL,98,56,10,798.60,"7,986.00"
1128,2025090803008410,HLBSL,17,58,10,947.00,"9,470.00"
1129,2025090805017577,HIDCL,92,48,"1,034",270.10,"279,283.40"
1130,2025090805017576,HIDCL,1,48,500,270.20,"135,100.00"
1131,2025090805017575,HIDCL,42,48,100,270.20,"27,020.00"
1132,2025090805017574,HIDCL,45,48,87,270.20,"23,507.40"
1133,2025090804015865,KKHC,14,46,12,226.90,"2,722.80"
1134,2025090804015864,UPCL,49,5,645,413.20,"266,514.00"
1135,2025090804015863,UPCL,40,5,355,413.20,"146,686.00"
1136,2025090801016725,HBL,48,49,10,200.50,"2,005.00"
1137,2025090805017573,SANVI,37,17,10,598.40,"5,984.00"
1138,2025090805017572,SANVI,5,17,40,598.50,"23,940.00"
1139,2025090801016724,NABIL,17,43,270,514.00,"138,780.00"
1140,2025090801016723,NABIL,17,44,500,514.00,"257,000.00"
1141,2025090801016722,NABIL,17,14,224,514.00,"115,136.00"
1142,2025090801016721,NABIL,17,17,500,514.00,"257,000.00"
1143,2025090801016720,NABIL,17,25,400,514.00,"205,600.00"
1144,2025090804015862,SPDL,57,22,200,403.90,"80,780.00"
1145,2025090803008409,CBBL,95,58,10,"1,012.00","10,120.00"
1146,2025090803008408,CBBL,58,58,48,"1,012.10","48,580.80"
1147,2025090803008407,CBBL,26,58,100,"1,014.00","101,400.00"
1148,2025090801016719,HBL,48,52,10,200.50,"2,005.00"
1149,2025090804015861,HDHPC,49,44,63,180.80,"11,390.40"
1150,2025090801016718,LSL,34,41,78,230.40,"17,971.20"
1151,2025090801016717,LSL,59,41,400,230.40,"92,160.00"
1152,2025090801016716,LSL,14,41,22,230.50,"5,071.00"
1153,2025090801016715,KBL,11,54,10,194.50,"1,945.00"
1154,2025090805017571,HDL,32,1,622,"1,368.00","850,896.00"
1155,2025090805017570,HHL,42,58,22,344.00,"7,568.00"
1156,2025090801016714,NMIC,34,55,33,"1,192.00","39,336.00"
1157,2025090801016713,NMIC,53,55,50,"1,192.10","59,605.00"
1158,2025090801016712,NMIC,7,55,10,"1,194.00","11,940.00"
1159,2025090801016711,NMIC,47,55,10,"1,195.00","11,950.00"
1160,2025090801016710,NMIC,72,55,20,"1,195.00","23,900.00"
1161,2025090801016709,NMIC,6,55,50,"1,195.00","59,750.00"
1162,2025090801016708,NMIC,58,55,92,"1,195.00","109,940.00"
1163,2025090801016707,NMIC,57,55,10,"1,195.20","11,952.00"
1164,2025090801016706,NMIC,21,55,50,"1,195.30","59,765.00"
1165,2025090801016705,NMIC,57,55,10,"1,196.00","11,960.00"
1166,2025090801016704,NMIC,34,55,165,"1,196.00","197,340.00"
1167,2025090805017569,RFPL,29,58,10,345.30,"3,453.00"
1168,2025090805017568,RNLI,21,49,1,439.70,439.70
1169,2025090801016703,BHCL,26,57,10,455.50,"4,555.00"
1170,2025090801016702,AVYAN,66,54,95,999.00,"94,905.00"
1171,2025090801016701,AVYAN,66,11,50,999.00,"49,950.00"
1172,2025090801016700,AVYAN,66,47,55,995.00,"54,725.00"
1173,2025090801016699,AVYAN,66,40,70,994.90,"69,643.00"
1174,2025090801016698,AVYAN,66,41,10,994.00,"9,940.00"
1175,2025090801016697,AVYAN,66,14,20,990.00,"19,800.00"
1176,2025090805017567,HATHY,13,42,78,"1,000.00","78,000.00"
1177,2025090803008406,SJLIC,32,22,10,426.20,"4,262.00"
1178,2025090804015860,UNHPL,33,49,"2,607",460.10,"1,199,480.70"
1179,2025090805017566,BHL,1,17,100,184.00,"18,400.00"
1180,2025090804015859,UPCL,40,85,645,413.20,"266,514.00"
1181,2025090804015858,UPCL,36,85,100,413.20,"41,320.00"
1182,2025090804015857,UPCL,16,85,255,413.20,"105,366.00"
1183,2025090804015856,SGIC,42,34,10,547.00,"5,470.00"
1184,2025090805017565,HRL,45,25,10,974.10,"9,741.00"
1185,2025090804015855,UNHPL,33,32,200,460.10,"92,020.00"
1186,2025090801016696,NIMB,32,42,400,205.50,"82,200.00"
1187,2025090801016695,NIMB,32,29,100,205.40,"20,540.00"
1188,2025090801016694,EBL,45,49,10,714.00,"7,140.00"
1189,2025090801016693,EBL,45,42,10,713.90,"7,139.00"
1190,2025090803008405,LBBL,39,46,100,522.10,"52,210.00"
1191,2025090801016692,HBL,48,49,10,200.50,"2,005.00"
1192,2025090805017564,BBC,58,58,10,"5,104.00","51,040.00"
1193,2025090805017563,MHCL,57,65,20,419.80,"8,396.00"
1194,2025090805017562,PPL,46,19,231,302.00,"69,762.00"
1195,2025090805017561,PPL,46,38,10,302.00,"3,020.00"
1196,2025090805017560,PPL,46,40,159,301.70,"47,970.30"
1197,2025090805017559,PPL,46,22,150,300.00,"45,000.00"
1198,2025090805017558,GVL,4,58,170,526.00,"89,420.00"
1199,2025090805017557,HDL,34,1,10,"1,368.00","13,680.00"
1200,2025090803008404,NLIC,18,58,100,769.00,"76,900.00"
1201,2025090803008403,NICLBSL,7,57,10,572.00,"5,720.00"
1202,2025090804015854,UNHPL,33,41,"1,000",460.10,"460,100.00"
1203,2025090801016691,PURE,14,38,10,775.00,"7,750.00"
1204,2025090804015853,PMHPL,7,99,50,346.00,"17,300.00"
1205,2025090804015852,PMHPL,25,99,100,346.00,"34,600.00"
1206,2025090804015851,PMHPL,38,99,190,346.10,"65,759.00"
1207,2025090804015850,NGPL,70,59,11,398.00,"4,378.00"
1208,2025090801016690,OMPL,32,42,100,"1,188.20","118,820.00"
1209,2025090801016689,OMPL,95,42,20,"1,188.20","23,764.00"
1210,2025090801016688,OMPL,48,42,170,"1,189.00","202,130.00"
1211,2025090801016687,OMPL,56,42,20,"1,189.10","23,782.00"
1212,2025090805017556,NBF3,34,17,"1,500",9.19,"13,785.00"
1213,2025090804015849,SHEL,19,14,500,302.60,"151,300.00"
1214,2025090803008402,SADBL,14,14,117,416.00,"48,672.00"
1215,2025090804015848,UPCL,16,49,20,413.20,"8,264.00"
1216,2025090804015847,UPCL,16,21,500,413.20,"206,600.00"
1217,2025090804015846,UPCL,16,7,225,413.20,"92,970.00"
1218,2025090805017555,BHL,1,44,178,184.00,"32,752.00"
1219,2025090805017554,BHL,58,44,590,184.00,"108,560.00"
1220,2025090805017553,BHL,49,44,175,184.00,"32,200.00"
1221,2025090801016686,TTL,17,58,10,770.00,"7,700.00"
1222,2025090804015845,LEC,16,17,225,211.00,"47,475.00"
1223,2025090801016685,TTL,17,11,10,770.00,"7,700.00"
1224,2025090801016684,TTL,17,42,30,770.00,"23,100.00"
1225,2025090801016683,TTL,17,21,10,769.00,"7,690.00"
1226,2025090801016682,TTL,17,22,10,768.10,"7,681.00"
1227,2025090801016681,TTL,17,38,10,768.00,"7,680.00"
1228,2025090801016680,PURE,22,35,10,774.40,"7,744.00"
1229,2025090804015844,UNHPL,33,58,400,460.10,"184,040.00"
1230,2025090804015843,UNHPL,48,58,100,460.10,"46,010.00"
1231,2025090801016679,BHCL,48,35,150,456.00,"68,400.00"
1232,2025090804015842,AHPC,1,32,"1,212",282.00,"341,784.00"
1233,2025090804015841,AHPC,45,32,238,282.00,"67,116.00"
1234,2025090804015840,AHPC,42,32,50,282.10,"14,105.00"
1235,2025090801016678,NBL,32,19,90,248.00,"22,320.00"
1236,2025090801016677,NBL,32,17,100,247.90,"24,790.00"
1237,2025090801016676,NBL,32,57,150,247.50,"37,125.00"
1238,2025090801016675,NBL,32,48,500,247.00,"123,500.00"
1239,2025090801016674,NBL,32,49,100,247.00,"24,700.00"
1240,2025090801016673,NBL,32,47,60,247.00,"14,820.00"
1241,2025090804015839,CHCL,6,43,108,498.70,"53,859.60"
1242,2025090805017552,HDL,18,1,100,"1,368.00","136,800.00"
1243,2025090805017551,HDL,26,1,13,"1,368.00","17,784.00"
1244,2025090804015838,OHL,57,42,50,775.00,"38,750.00"
1245,2025090801016672,EBL,35,34,6,712.00,"4,272.00"
1246,2025090803008401,SAPDBL,20,38,125,777.00,"97,125.00"
1247,2025090804015837,SHEL,19,43,"1,342",302.60,"406,089.20"
1248,2025090803008400,KMCDB,48,1,11,"1,039.90","11,438.90"
1249,2025090803008399,KMCDB,48,1,12,"1,039.90","12,478.80"
1250,2025090805017550,NRN,45,48,10,"2,039.00","20,390.00"
1251,2025090804015836,SICL,44,32,30,729.00,"21,870.00"
1252,2025090803008398,MFIL,59,58,94,668.00,"62,792.00"
1253,2025090803008397,MFIL,59,41,20,667.90,"13,358.00"
1254,2025090805017549,NIFRA,16,45,64,269.90,"17,273.60"
1255,2025090804015835,SALICO,26,28,27,666.50,"17,995.50"
1256,2025090801016671,SNLI,42,58,100,453.70,"45,370.00"
1257,2025090805017548,SMATA,91,34,119,942.00,"112,098.00"
1258,2025090805017547,SMATA,91,41,80,942.00,"75,360.00"
1259,2025090805017546,MHL,39,33,62,478.00,"29,636.00"
1260,2025090805017545,MHL,47,33,100,478.00,"47,800.00"
1261,2025090805017544,MHL,55,33,100,478.00,"47,800.00"
1262,2025090805017543,MHL,49,33,400,478.10,"191,240.00"
1263,2025090805017542,MHL,26,33,300,478.20,"143,460.00"
1264,2025090804015834,AKJCL,33,35,50,191.60,"9,580.00"
1265,2025090804015833,MEN,56,69,10,614.00,"6,140.00"
1266,2025090804015832,RBCL,8,6,10,"15,852.00","158,520.00"
1267,2025090804015831,RBCL,51,6,40,"15,852.10","634,084.00"
1268,2025090803008396,GLBSL,39,49,75,"2,018.00","151,350.00"
1269,2025090803008395,GLBSL,56,49,26,"2,018.10","52,470.60"
1270,2025090803008394,MDB,41,14,254,598.00,"151,892.00"
1271,2025090804015830,SHEL,19,38,"1,500",302.60,"453,900.00"
1272,2025090803008393,SLBBL,43,32,20,908.00,"18,160.00"
1273,2025090801016670,CREST,34,22,53,"1,113.30","59,004.90"
1274,2025090801016669,CREST,29,22,33,"1,113.30","36,738.90"
1275,2025090801016668,CREST,22,22,200,"1,113.40","222,680.00"
1276,2025090801016667,CREST,58,22,10,"1,113.40","11,134.00"
1277,2025090801016666,CREST,35,22,24,"1,114.00","26,736.00"
1278,2025090801016665,CREST,43,22,20,"1,114.10","22,282.00"
1279,2025090805017541,NRIC,56,25,200,"1,630.00","326,000.00"
1280,2025090805017540,NRIC,56,50,280,"1,630.00","456,400.00"
1281,2025090803008392,SLBBL,29,32,20,908.10,"18,162.00"
1282,2025090803008391,SLBBL,29,32,20,908.10,"18,162.00"
1283,2025090803008390,SLBBL,16,32,189,908.10,"171,630.90"
1284,2025090803008389,SLBBL,14,32,245,908.20,"222,509.00"
1285,2025090805017539,SANVI,5,32,10,598.50,"5,985.00"
1286,2025090803008388,NLICL,6,62,150,580.00,"87,000.00"
1287,2025090801016664,HBL,48,52,10,200.50,"2,005.00"
1288,2025090804015829,SPDL,88,22,"1,000",403.90,"403,900.00"
1289,2025090803008387,KSBBL,64,50,"2,203",521.20,"1,148,203.60"
1290,2025090803008386,KSBBL,85,50,500,521.30,"260,650.00"
1291,2025090803008385,KSBBL,41,50,50,522.00,"26,100.00"
1292,2025090803008384,KSBBL,22,50,200,522.00,"104,400.00"
1293,2025090803008383,KSBBL,17,50,400,522.00,"208,800.00"
1294,2025090803008382,KSBBL,5,50,10,522.00,"5,220.00"
1295,2025090803008381,KSBBL,32,50,10,522.00,"5,220.00"
1296,2025090803008380,KSBBL,45,50,100,522.10,"52,210.00"
1297,2025090803008379,KSBBL,13,50,25,523.00,"13,075.00"
1298,2025090803008378,KSBBL,57,50,440,523.00,"230,120.00"
1299,2025090803008377,KSBBL,58,50,12,523.00,"6,276.00"
1300,2025090803008376,KSBBL,17,50,"1,000",523.00,"523,000.00"
1301,2025090803008375,KSBBL,53,50,50,523.10,"26,155.00"
1302,2025090801016663,ADBL,14,80,125,317.00,"39,625.00"
1303,2025090801016662,NMB,26,41,33,246.10,"8,121.30"
1304,2025090801016661,SANIMA,14,41,28,364.50,"10,206.00"
1305,2025090805017538,RFPL,46,32,20,346.00,"6,920.00"
1306,2025090805017537,BBC,14,96,16,"4,996.00","79,936.00"
1307,2025090805017536,BBC,70,96,10,"4,996.90","49,969.00"
1308,2025090805017535,BBC,58,96,14,"4,996.90","69,956.60"
1309,2025090805017534,BBC,34,96,10,"5,000.00","50,000.00"
1310,2025090805017533,BBC,58,96,50,"5,000.00","250,000.00"
